	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
1127	4712	35	Polyketides	0.8947368421052632	Aromatic polyketides	0.5789473684210527	Azaphilones	0.47368421052631576	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104397782	RLICWTXAOKQGIK-SNHOBTOISA-N	InChI=1S/C21H26O7/c1-5-12(2)8-13(3)20(25)28-19-16-11-27-15(6-7-18(23)24)9-14(16)10-17(22)21(19,4)26/h6-7,9-13,19,26H,5,8H2,1-4H3,(H,23,24)/b7-6+/t12-,13-,19+,21-/m0/s1	CC[C@H](C)C[C@H](C)C(=O)O[C@@H]1C2=COC(/C=C/C(=O)O)=CC2=CC(=O)[C@]1(C)O	C21H26O7	pos_1_1proton1ammonium	390.167853172	Lunatoic acid B	RLICWTXAOKQGIK	Polyketides	Chromanes	Azaphilones	http://www.wikidata.org/entity/Q54366202	Curvularia lunata	838976.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Curvularia']	['Curvularia lunata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1128	4710	187	Alkaloids	1.0	Lysine alkaloids	1.0	Piperidine alkaloids	1.0	1.0	0.5548046	ISDB	http://www.wikidata.org/entity/Q82948980	FBNJGSJNODLRSZ-UHFFFAOYSA-N	InChI=1S/C10H16N2O/c13-8-12-7-2-1-5-10(12)9-4-3-6-11-9/h8,10H,1-7H2	O=CN1CCCCC1C1=NCCC1	C10H16N2O		180.126263132	Smipine	FBNJGSJNODLRSZ	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q15532695	Dichilus gracilis	62408.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Genisteae']	['Dichilus']	['Dichilus gracilis']		['Eukaryota']									1	3	4.719218492507935	1
1133	4708	443	Shikimates and Phenylpropanoids	1.0	Cyclic polyketides	1.0	Macrolide lactones	0.6666666666666666	7.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105159510	LYRFDYFCOSNCHT-QEUWRZLDSA-N	InChI=1S/C24H31NO4/c1-5-6-17-12-16-9-8-15-11-13(2)7-10-18(15)23(16,4)21(28)24(17)20(27)19(14(3)26)25-22(24)29/h5-6,8-9,12-15,17-19,26H,7,10-11H2,1-4H3,(H,25,29)/t13-,14-,15-,17-,18-,19-,23-,24+/m1/s1	CC=C[C@@H]1C=C2C=C[C@@H]3C[C@H](C)CC[C@H]3[C@]2(C)C(=O)[C@]12C(=O)N[C@H]([C@@H](C)O)C2=O	C24H31NO4	pos_2_2proton1ammonium	397.225308472	Altercrasin E	LYRFDYFCOSNCHT	Amino acids and Peptides	Cyclic polyketides	3-Decalinoyltetramic acids	http://www.wikidata.org/entity/Q133266	Alternaria	464790.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	2	7.0	1
1136	4703	206	Amino acids and Peptides	1.0	Small peptides	1.0	Dipeptides	1.0	1.0	0.4531948	ISDB	http://www.wikidata.org/entity/Q105112821	IGUOFJDAFYIRET-LPEHRKFASA-N	InChI=1S/C12H20N2O3/c1-7(2)6-8-12(16)14-9(11(15)13-8)4-5-10(14)17-3/h7-10H,4-6H2,1-3H3,(H,13,15)/t8-,9-,10+/m0/s1	CO[C@@H]1CC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N12	C12H20N2O3		240.1473925	Methylcordysinin A	IGUOFJDAFYIRET	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q10702712	Trichoderma asperellum	939390.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma asperellum']		['Eukaryota']	['Fungi']	['Ascomycota']							3	3	6.312779188156128	1
1137	4700	2	Terpenoids	0.7333333333333333	Sesquiterpenoids	0.7333333333333333	Eremophilane sesquiterpenoids	0.7333333333333333	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27286286	AJFPOVBARCSOLH-MUYACECFSA-N	InChI=1S/C15H22O2/c1-9(2)12-8-15(4)10(3)13(16)6-5-11(15)7-14(12)17/h7,10,12-13,16H,1,5-6,8H2,2-4H3/t10-,12-,13+,15+/m0/s1	C=C(C)[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H](O)[C@@H]2C	C15H22O2	pos_1_1proton1acetonitrile	234.161979944	Petasol	AJFPOVBARCSOLH	Terpenoids	Sesquiterpenoids	Eremophilane sesquiterpenoids	http://www.wikidata.org/entity/Q5306827	Drechslera gigantea	3734408.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Drechslera']	['Drechslera gigantea']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1138	4699	118	Polyketides	0.8571428571428571	Chromanes	0.5714285714285714	Chromones	0.5714285714285714	20.0	0.36715758	ISDB	http://www.wikidata.org/entity/Q105197309	OQYGCAGSPRIVIM-WAYWQWQTSA-N	InChI=1S/C17H20O5/c1-3-4-5-6-12-10-13(18)17-14(21-2)7-11(9-16(19)20)8-15(17)22-12/h5-8,12H,3-4,9-10H2,1-2H3,(H,19,20)/b6-5-	CCC/C=C\C1CC(=O)c2c(OC)cc(CC(=O)O)cc2O1	C17H20O5		304.13107374		OQYGCAGSPRIVIM	Polyketides	Chromanes	Chromones	http://www.wikidata.org/entity/Q104864955	Neocucurbitaria cava	948556.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Cucurbitariaceae']	['Unknown']	['Pyrenochaeta']	['Pyrenochaeta cava']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']					5	3	7.968630313873291	1
1139	4694	42	Polyketides	0.42592592592592593	Naphthalenes	0.25925925925925924	Anthraquinones and anthrones	0.18518518518518517	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105133665	JQTNVWBFASHYGV-NLYGGHDJSA-N	InChI=1S/C32H30O12/c1-31(41)9-14-11(6-19(31)34)27(37)21-13(26(14)36)5-17(43-3)24(30(21)40)23-18(44-4)8-16(33)22-25(23)29(39)15-10-32(2,42)20(35)7-12(15)28(22)38/h5,8,19-20,33-35,40-42H,6-7,9-10H2,1-4H3/t19-,20-,31+,32+/m1/s1	COc1cc2c(c(O)c1-c1c(OC)cc(O)c3c1C(=O)C1=C(C[C@@H](O)[C@@](C)(O)C1)C3=O)C(=O)C1=C(C[C@](C)(O)[C@H](O)C1)C2=O	C32H30O12	pos_1_1proton1ethylamine	606.1737264	Alterporriol U	JQTNVWBFASHYGV	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones	http://www.wikidata.org/entity/Q3917685	Stemphylium	548234.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Stemphylium']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1140	4692	35	Polyketides	0.8947368421052632	Aromatic polyketides	0.5789473684210527	Azaphilones	0.47368421052631576	65.0	0.21904936	ISDB	http://www.wikidata.org/entity/Q77280890	YJGCSFJMDFPSMK-IRLDBZIGSA-N	InChI=1S/C22H26O6/c1-4-5-6-7-8-9-17(24)18-19-15(11-23)14-10-13(2)27-12-16(14)20(25)22(19,3)28-21(18)26/h10-12,20,25H,4-9H2,1-3H3/t20-,22+/m1/s1	CCCCCCCC(=O)C1=C2C(C=O)=C3C=C(C)OC=C3[C@@H](O)[C@@]2(C)OC1=O	C22H26O6		386.172938552	Pitholide B	YJGCSFJMDFPSMK	Polyketides	Chromanes	Azaphilones	http://www.wikidata.org/entity/Q10632444	Pithomyces	911165.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Pithomyces']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	8.376197457313538	1
1141	4691	33	Polyketides	0.4819277108433735	Cyclic polyketides	0.30120481927710846	2-pyrone derivatives	0.1686746987951807	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104993775	FDSYJSBLPXPUKP-JQEGGOPCSA-N	InChI=1S/C17H24O5/c1-5-10(2)17(21)11(3)6-7-14(19)12(4)15-8-13(18)9-16(20)22-15/h5-9,11-12,14,17-19,21H,1-4H3/b7-6-,10-5+	C/C=C(\C)C(O)C(C)/C=C\C(O)C(C)c1cc(O)cc(=O)o1	C17H24O5	pos_1_minus1proton2sodium	308.162373868	ACRL Toxin II	FDSYJSBLPXPUKP	Polyketides	Cyclic polyketides	2-pyrone derivatives	http://www.wikidata.org/entity/Q4736351	Alternaria citri	252878.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria citri']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1142	4686	35	Polyketides	0.8947368421052632	Aromatic polyketides	0.5789473684210527	Azaphilones	0.47368421052631576	148.0	0.23892076	ISDB	http://www.wikidata.org/entity/Q110169891	CSYMINFUEUUSKW-UHFFFAOYSA-N	InChI=1S/C17H26O6S/c1-4-6-8-9-14-11-16(22-13(3)18)15(10-7-5-2)17(12-14)23-24(19,20)21/h11-12H,4-10H2,1-3H3,(H,19,20,21)	CCCCCc1cc(OC(C)=O)c(CCCC)c(OS(=O)(=O)O)c1	C17H26O6S		358.145009552	Stemphol B	CSYMINFUEUUSKW	Polyketides	Meroterpenoids	Cannabinoids	http://www.wikidata.org/entity/Q3917685	Stemphylium	548234.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Stemphylium']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	1	7.455683052539825	1
1143	4685	33	Polyketides	0.4819277108433735	Cyclic polyketides	0.30120481927710846	2-pyrone derivatives	0.1686746987951807	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77562150	BMVYGKJUDLKLFE-UHFFFAOYSA-N	InChI=1S/C19H21NO7/c1-10-6-13(22)16(18(23)20(2)3)14(7-10)27-17-12(19(24)26-5)8-11(21)9-15(17)25-4/h6-9,21-22H,1-5H3	COC(=O)c1cc(O)cc(OC)c1Oc1cc(C)cc(O)c1C(=O)N(C)C	C19H21NO7	pos_1_1proton1ammonium	375.131802012	Dimethylamide asterrate	BMVYGKJUDLKLFE	Polyketides	Diphenyl ethers (DPEs)	Fungal DPEs	http://www.wikidata.org/entity/Q133266	Alternaria	464790.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	1	6.5	1
1146	4681	340	Polyketides	1.0	Aromatic polyketides	1.0	Depsidones	1.0	1.0	0.57888013	ISDB	http://www.wikidata.org/entity/Q105305434	WHNAJPFARNBVDZ-LDYMZIIASA-N	InChI=1S/C18H18O8/c1-25-13-5-10(22)14(8(6-19)11(23)7-20)18-16(13)17(24)15-9(21)3-2-4-12(15)26-18/h2-5,8,11,19-23H,6-7H2,1H3/t8-,11-/m1/s1	COc1cc(O)c([C@H](CO)[C@H](O)CO)c2oc3cccc(O)c3c(=O)c12	C18H18O8		362.100167536	3,8-dihydroxy-1-methoxy-4-[(2R,3S)-1,3,4-trihydroxybutan-2-yl]xanthen-9-one	WHNAJPFARNBVDZ	Polyketides	Xanthones	Methyl xanthones	http://www.wikidata.org/entity/Q84708532	Bipolaris sorokiniana	204741.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris sorokiniana']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	1	8.815520524978638	1
1148	4679	79	Polyketides	0.75	Cyclic polyketides	0.5	Sativane sesquiterpenoids	0.5	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105214626	PTGFDIFCKGMAJK-BCHHIPDFSA-N	InChI=1S/C18H28O4/c1-9(2)11-5-6-18(4)10(3)15(16(11)12(18)8-19)14-7-13(20)17(21)22-14/h9,11-16,19-20H,3,5-8H2,1-2,4H3/t11-,12+,13-,14+,15-,16+,18+/m1/s1	C=C1[C@H]([C@@H]2C[C@@H](O)C(=O)O2)[C@H]2[C@@H](C(C)C)CC[C@]1(C)[C@H]2CO	C18H28O4	pos_1_minus1proton2sodium	308.198759376	Sorokinianin	PTGFDIFCKGMAJK	Terpenoids	Sesquiterpenoids	Sativane sesquiterpenoids	http://www.wikidata.org/entity/Q84708532	Bipolaris sorokiniana	204741.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris sorokiniana']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1149	4679	79	Polyketides	0.75	Cyclic polyketides	0.5	Sativane sesquiterpenoids	0.5	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105288541	VLOSVUYTOCZPTP-IMAOSDNASA-N	InChI=1S/C18H28O4/c1-10(2)13-6-7-18(5)11(3)14(8-19)16(13)15(18)9-22-17(21)12(4)20/h8,10,12-13,15-16,20H,6-7,9H2,1-5H3/t12?,13-,15?,16-,18+/m1/s1	CC1=C(C=O)[C@@H]2C(COC(=O)C(C)O)[C@@]1(C)CC[C@@H]2C(C)C	C18H28O4	pos_1_minus1proton2sodium	308.198759376	Bipolenin H	VLOSVUYTOCZPTP	Terpenoids	Sesquiterpenoids	Sativane sesquiterpenoids	http://www.wikidata.org/entity/Q104096268	Bipolaris eleusines	5318888.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Bipolaris']	['Bipolaris eleusines']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1152	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105221734	QIRMUZGKQFREHZ-SNOUBDJWSA-N	InChI=1S/C21H32O5/c1-13(12-22)5-4-6-14(2)16-9-10-20(3)21(16,25)11-15-18(26-20)8-7-17(23)19(15)24/h9,13-14,17,22-23,25H,4-8,10-12H2,1-3H3/t13-,14+,17-,20-,21-/m0/s1	C[C@H](CO)CCC[C@@H](C)C1=CC[C@]2(C)OC3=C(C[C@]12O)C(=O)[C@@H](O)CC3	C21H32O5	pos_1_minus1proton2sodium	364.224974124	(3aS,7S,9aS)-7,9a-dihydroxy-1-[(2R,6S)-7-hydroxy-6-methylheptan-2-yl]-3a-methyl-5,6,7,9-tetrahydro-3H-cyclopenta[b]chromen-8-one	QIRMUZGKQFREHZ	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1153	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105327649	XGLAPBBTLVEMKF-WRHGBYEFSA-N	InChI=1S/C21H32O5/c1-13(2)6-5-7-14(3)10-15-12-21(4,25)19(26-15)11-16-17(22)8-9-18(23)20(16)24/h6,10,15,18-19,22-23,25H,5,7-9,11-12H2,1-4H3/b14-10+/t15-,18+,19+,21-/m0/s1	CC(C)=CCC/C(C)=C/[C@H]1C[C@](C)(O)[C@@H](CC2=C(O)CC[C@@H](O)C2=O)O1	C21H32O5	pos_1_minus1proton2sodium	364.224974124		XGLAPBBTLVEMKF	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q4736351	Alternaria citri	252878.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria citri']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1154	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104911794	AGIQMOPLGHERJR-GXDHUFHOSA-N	InChI=1S/C21H32O5/c1-13(2)6-5-7-14(3)10-15-12-21(4,25)19(26-15)11-16-17(22)8-9-18(23)20(16)24/h6,10,15,18-19,23-25H,5,7-9,11-12H2,1-4H3/b14-10+	CC(C)=CCC/C(C)=C/C1CC(C)(O)C(CC2=C(O)C(O)CCC2=O)O1	C21H32O5	pos_1_minus1proton2sodium	364.224974124	2-[[5-[(1E)-2,6-dimethylhepta-1,5-dienyl]-3-hydroxy-3-methyloxolan-2-yl]methyl]-3,4-dihydroxycyclohex-2-en-1-one	AGIQMOPLGHERJR	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q4736351	Alternaria citri	252878.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria citri']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1156	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104923720	BCZAAGAISAGJPS-LSMSNJBFSA-N	InChI=1S/C21H32O5/c1-13(12-22)5-4-6-14(2)15-9-10-21(3,26)17(15)11-16-18(23)7-8-19(24)20(16)25/h5-6,15,17,19,22,24-26H,4,7-12H2,1-3H3/b13-5+,14-6-	C/C(=C/C/C=C(\C)CO)C1CCC(C)(O)C1CC1=C(O)C(O)CCC1=O	C21H32O5	pos_1_minus1proton2sodium	364.224974124	Bicycloalternarene 8	BCZAAGAISAGJPS	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1157	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105324738	XBVHZBUTYNALBK-SCSFNYFKSA-N	InChI=1S/C21H32O5/c1-13(12-22)5-4-6-14(2)15-9-10-21(3,26)17(15)11-16-18(23)7-8-19(24)20(16)25/h5,9,14,17,19,22,24-26H,4,6-8,10-12H2,1-3H3/b13-5+/t14-,17+,19-,21+/m0/s1	C/C(=C\CC[C@H](C)C1=CC[C@@](C)(O)[C@@H]1CC1=C(O)[C@@H](O)CCC1=O)CO	C21H32O5	pos_1_minus1proton2sodium	364.224974124	(4S)-3,4-dihydroxy-2-[[(1R,5R)-5-hydroxy-2-[(E,2S)-7-hydroxy-6-methylhept-5-en-2-yl]-5-methylcyclopent-2-en-1-yl]methyl]cyclohex-2-en-1-one	XBVHZBUTYNALBK	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1158	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105134727	JTDRYGZNULUXEU-FVNGHLGHSA-N	InChI=1S/C21H32O5/c1-12(5-8-18(24)20(2,3)25)13-9-10-21(4)15(13)11-14-16(22)6-7-17(23)19(14)26-21/h9,12,15,17-18,23-25H,5-8,10-11H2,1-4H3/t12-,15-,17+,18-,21+/m0/s1	C[C@@H](CC[C@H](O)C(C)(C)O)C1=CC[C@@]2(C)OC3=C(C[C@@H]12)C(=O)CC[C@H]3O	C21H32O5	pos_1_minus1proton2sodium	364.224974124	(3aR,5R,9aS)-1-[(2S,5S)-5,6-dihydroxy-6-methylheptan-2-yl]-5-hydroxy-3a-methyl-3,5,6,7,9,9a-hexahydrocyclopenta[b]chromen-8-one	JTDRYGZNULUXEU	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1159	4672	49	Terpenoids	0.4	Meroterpenoids	0.4	Prenyl quinone meroterpenoids	0.4	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105225916	QQLTWWDUOUVAFG-SDFUNBPKSA-N	InChI=1S/C21H32O5/c1-12(5-8-18(23)20(2,3)25)13-9-10-21(4)15(13)11-14-17(26-21)7-6-16(22)19(14)24/h9,12,15-16,18,22-23,25H,5-8,10-11H2,1-4H3/t12-,15+,16+,18-,21-/m0/s1	C[C@@H](CC[C@H](O)C(C)(C)O)C1=CC[C@]2(C)OC3=C(C[C@H]12)C(=O)[C@H](O)CC3	C21H32O5	pos_1_minus1proton2sodium	364.224974124	(3aS,7R,9aR)-1-[(2S,5S)-5,6-dihydroxy-6-methylheptan-2-yl]-7-hydroxy-3a-methyl-3,5,6,7,9,9a-hexahydrocyclopenta[b]chromen-8-one	QQLTWWDUOUVAFG	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids	http://www.wikidata.org/entity/Q2704244	Alternaria alternata	464784.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Alternaria alternata']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1160	4671	181	Polyketides	0.5	Aromatic polyketides	0.5	Usnic acid and derivatives	0.5	4.0	0.5169257	ISDB	http://www.wikidata.org/entity/Q77509844	LFKCPOYVSQMXQL-UHFFFAOYSA-N	InChI=1S/C17H16O7/c1-9-4-13(20)12(8-18)14(5-9)24-16-11(17(21)23-3)6-10(19)7-15(16)22-2/h4-8,19-20H,1-3H3	COC(=O)c1cc(O)cc(OC)c1Oc1cc(C)cc(O)c1C=O	C17H16O7		332.089602852	Methyl 2-(2-formyl-3-hydroxy-5-methylphenoxy)-5-hydroxy-3-methoxybenzoate	LFKCPOYVSQMXQL	Polyketides	Diphenyl ethers (DPEs)	Fungal DPEs	http://www.wikidata.org/entity/Q2066891	Phoma	197743.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Didymellaceae']	['Unknown']	['Phoma']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']					5	1	7.567702770233154	1
1161	4670	527	Polyketides	1.0	Xanthones	1.0	Methyl xanthones	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77311052	JJGQDIBMHJAORS-UHFFFAOYSA-N	InChI=1S/C19H16O8/c1-23-10-5-6-11-15(16(10)19(22)26-4)17(20)14-12(24-2)7-9(18(21)25-3)8-13(14)27-11/h5-8H,1-4H3	COC(=O)c1cc(OC)c2c(=O)c3c(C(=O)OC)c(OC)ccc3oc2c1	C19H16O8	pos_1_1proton1ethylamine	372.084517472	2,8-Dimethoxy-1,6-dimethoxycarbonyl-xanthen-9-one	JJGQDIBMHJAORS	Polyketides	Xanthones	Methyl xanthones	http://www.wikidata.org/entity/Q133266	Alternaria	464790.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
1162	4667	4	Polyketides	0.3522727272727273	Coumarins	0.26136363636363635	Isocoumarins	0.26136363636363635	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110170145	FPCAETIHDLRPEL-YFKPBYRVSA-N	InChI=1S/C13H10O5/c1-5-2-9(16)12-10(5)7-3-6(14)4-8(15)11(7)13(17)18-12/h3-5,14-15H,2H2,1H3/t5-/m0/s1	C[C@H]1CC(=O)c2oc(=O)c3c(O)cc(O)cc3c21	C13H10O5	pos_2MHNH3	246.05282342	(1S)-6,8-dihydroxy-1-methyl-1,2-dihydrocyclopenta[c]isochromene-3,5-dione	FPCAETIHDLRPEL	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	http://www.wikidata.org/entity/Q133266	Alternaria	464790.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']	['Unknown']	['Alternaria']	['Unknown']		['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Pleosporaceae']				6	3	7.5	1
